"chart_position.x","chart_date.x","song","artist","instance.x","time_on_chart.x","consecutive_weeks.x","previous_week.x","peak_position.x","worst_position.x","year.x","month.x","week.x","chart_position.y","chart_date.y","instance.y","time_on_chart.y","consecutive_weeks.y","previous_week.y","peak_position.y","worst_position.y","year.y","month.y","week.y","spotify_song_id","spotify_artist_id","genres","main_genres"
49,1994-05-07,"Hero","Mariah Carey",1,29,28,45,1,71,1994,5,19,22,1994-04-02,1,24,23,20,1,71,1994,4,14,"5mgCMlxQW7fmHbrdJuowbB","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary","pop, electronic_dance, hip_hop_rap"
49,1994-05-14,"Hero","Mariah Carey",1,30,29,49,1,71,1994,5,20,22,1994-04-02,1,24,23,20,1,71,1994,4,14,"5mgCMlxQW7fmHbrdJuowbB","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary","pop, electronic_dance, hip_hop_rap"
14,1994-05-21,"The Power Of Love","Celine Dion",1,26,25,11,1,90,1994,5,21,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
15,1994-05-28,"The Power Of Love","Celine Dion",1,27,26,14,1,90,1994,5,22,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
17,1994-06-04,"The Power Of Love","Celine Dion",1,28,27,15,1,90,1994,6,23,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
25,1994-06-11,"The Power Of Love","Celine Dion",1,29,28,17,1,90,1994,6,24,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
28,1994-06-18,"The Power Of Love","Celine Dion",1,30,29,25,1,90,1994,6,25,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
41,1994-06-25,"The Power Of Love","Celine Dion",1,31,30,28,1,90,1994,6,26,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
45,1994-07-02,"The Power Of Love","Celine Dion",1,32,31,41,1,90,1994,7,27,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
48,1994-07-09,"The Power Of Love","Celine Dion",1,33,32,45,1,90,1994,7,28,14,1994-05-21,1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop","pop, world_regional"
19,1994-07-16,"The Sign","Ace Of Base",1,29,28,18,1,68,1994,7,29,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
20,1994-07-23,"The Sign","Ace Of Base",1,30,29,19,1,68,1994,7,30,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
22,1994-07-30,"The Sign","Ace Of Base",1,31,30,20,1,68,1994,7,31,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
24,1994-08-06,"The Sign","Ace Of Base",1,32,31,22,1,68,1994,8,32,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
30,1994-08-13,"The Sign","Ace Of Base",1,33,32,24,1,68,1994,8,33,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
32,1994-08-20,"The Sign","Ace Of Base",1,34,33,30,1,68,1994,8,34,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
32,1994-08-27,"The Sign","Ace Of Base",1,35,34,32,1,68,1994,8,35,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
39,1994-09-03,"The Sign","Ace Of Base",1,36,35,32,1,68,1994,9,36,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
44,1994-09-10,"The Sign","Ace Of Base",1,37,36,39,1,68,1994,9,37,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
48,1994-09-17,"The Sign","Ace Of Base",1,38,37,44,1,68,1994,9,38,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
48,1994-09-24,"The Sign","Ace Of Base",1,39,38,48,1,68,1994,9,39,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
47,1994-10-01,"The Sign","Ace Of Base",1,40,39,48,1,68,1994,10,40,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
50,1994-10-08,"The Sign","Ace Of Base",1,41,40,47,1,68,1994,10,41,19,1994-07-16,1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop","electronic_dance, pop"
33,1994-10-15,"I Swear","All-4-One",1,26,25,22,1,72,1994,10,42,33,1994-10-15,1,26,25,22,1,72,1994,10,42,"4WUnM4KNZ0kjp0CUeoyOnS","1B8ySGDAiXTCvnJNH4HSCG","boy band, contemporary r&b, r&b","pop, r&b_reggae"
35,1994-10-22,"I Swear","All-4-One",1,27,26,33,1,72,1994,10,43,33,1994-10-15,1,26,25,22,1,72,1994,10,42,"4WUnM4KNZ0kjp0CUeoyOnS","1B8ySGDAiXTCvnJNH4HSCG","boy band, contemporary r&b, r&b","pop, r&b_reggae"
41,1994-10-29,"I Swear","All-4-One",1,28,27,35,1,72,1994,10,44,33,1994-10-15,1,26,25,22,1,72,1994,10,42,"4WUnM4KNZ0kjp0CUeoyOnS","1B8ySGDAiXTCvnJNH4HSCG","boy band, contemporary r&b, r&b","pop, r&b_reggae"
47,1994-11-05,"I Swear","All-4-One",1,29,28,41,1,72,1994,11,45,33,1994-10-15,1,26,25,22,1,72,1994,10,42,"4WUnM4KNZ0kjp0CUeoyOnS","1B8ySGDAiXTCvnJNH4HSCG","boy band, contemporary r&b, r&b","pop, r&b_reggae"
50,1994-11-12,"I Swear","All-4-One",1,30,29,47,1,72,1994,11,46,33,1994-10-15,1,26,25,22,1,72,1994,10,42,"4WUnM4KNZ0kjp0CUeoyOnS","1B8ySGDAiXTCvnJNH4HSCG","boy band, contemporary r&b, r&b","pop, r&b_reggae"
48,1994-11-19,"Stay (I Missed You) (From ""Reality Bites"")","Lisa Loeb & Nine Stories",1,29,28,34,1,74,1994,11,47,48,1994-11-19,1,29,28,34,1,74,1994,11,47,"00U1MDChdOTxWwtKoOoBXE","4a7CDXcRCXi4kp5z7SEXtg","lilith, pop rock","indie_alt, classic_folk, pop, rock"
50,1994-11-26,"Stay (I Missed You) (From ""Reality Bites"")","Lisa Loeb & Nine Stories",1,30,29,48,1,74,1994,11,48,48,1994-11-19,1,29,28,34,1,74,1994,11,47,"00U1MDChdOTxWwtKoOoBXE","4a7CDXcRCXi4kp5z7SEXtg","lilith, pop rock","indie_alt, classic_folk, pop, rock"
4,1994-12-03,"I'll Make Love To You","Boyz II Men",1,17,16,1,1,31,1994,12,49,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
5,1994-12-10,"I'll Make Love To You","Boyz II Men",1,18,17,4,1,31,1994,12,50,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
6,1994-12-17,"I'll Make Love To You","Boyz II Men",1,19,18,5,1,31,1994,12,51,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
6,1994-12-24,"I'll Make Love To You","Boyz II Men",1,20,19,6,1,31,1994,12,52,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
7,1994-12-31,"I'll Make Love To You","Boyz II Men",1,21,20,6,1,31,1994,12,53,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
9,1995-01-07,"I'll Make Love To You","Boyz II Men",1,22,21,7,1,31,1995,1,1,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
10,1995-01-14,"I'll Make Love To You","Boyz II Men",1,23,22,9,1,31,1995,1,2,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
11,1995-01-21,"I'll Make Love To You","Boyz II Men",1,24,23,10,1,31,1995,1,3,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
15,1995-01-28,"I'll Make Love To You","Boyz II Men",1,25,24,11,1,31,1995,1,4,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
22,1995-02-04,"I'll Make Love To You","Boyz II Men",1,26,25,15,1,31,1995,2,5,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
23,1995-02-11,"I'll Make Love To You","Boyz II Men",1,27,26,22,1,31,1995,2,6,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
26,1995-02-18,"I'll Make Love To You","Boyz II Men",1,28,27,23,1,31,1995,2,7,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
30,1995-02-25,"I'll Make Love To You","Boyz II Men",1,29,28,26,1,31,1995,2,8,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
34,1995-03-04,"I'll Make Love To You","Boyz II Men",1,30,29,30,1,34,1995,3,9,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
40,1995-03-11,"I'll Make Love To You","Boyz II Men",1,31,30,34,1,40,1995,3,10,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
45,1995-03-18,"I'll Make Love To You","Boyz II Men",1,32,31,40,1,45,1995,3,11,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
49,1995-03-25,"I'll Make Love To You","Boyz II Men",1,33,32,45,1,49,1995,3,12,4,1994-12-03,1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary","pop, r&b_reggae, soul_funk, hip_hop_rap"
45,1995-04-01,"Here Comes The Hotstepper (From ""Ready To Wear"")","Ini Kamoze",1,29,28,44,1,97,1995,4,13,45,1995-04-01,1,29,28,44,1,97,1995,4,13,"3DWS2ZgcoQgfFm7uEnzYMI","1VJspRsoC6c0bvqhnSiFCs","reggae, reggae fusion, roots reggae","r&b_reggae"
49,1995-04-08,"Here Comes The Hotstepper (From ""Ready To Wear"")","Ini Kamoze",1,30,29,45,1,97,1995,4,14,45,1995-04-01,1,29,28,44,1,97,1995,4,13,"3DWS2ZgcoQgfFm7uEnzYMI","1VJspRsoC6c0bvqhnSiFCs","reggae, reggae fusion, roots reggae","r&b_reggae"
10,1995-04-15,"Creep","TLC",1,23,22,7,1,71,1995,4,15,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
11,1995-04-22,"Creep","TLC",1,24,23,10,1,71,1995,4,16,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
17,1995-04-29,"Creep","TLC",1,25,24,11,1,71,1995,4,17,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
20,1995-05-06,"Creep","TLC",1,26,25,17,1,71,1995,5,18,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
33,1995-05-13,"Creep","TLC",1,27,26,20,1,71,1995,5,19,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
35,1995-05-20,"Creep","TLC",1,28,27,33,1,71,1995,5,20,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
36,1995-05-27,"Creep","TLC",1,29,28,35,1,71,1995,5,21,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
37,1995-06-03,"Creep","TLC",1,30,29,36,1,71,1995,6,22,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
42,1995-06-10,"Creep","TLC",1,31,30,37,1,71,1995,6,23,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
50,1995-06-17,"Creep","TLC",1,32,31,42,1,71,1995,6,24,10,1995-04-15,1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
37,1995-06-24,"Take A Bow","Madonna",1,28,27,31,1,45,1995,6,25,37,1995-06-24,1,28,27,31,1,45,1995,6,25,"5oqukcHWfqq7HGjyKwLX1y","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop","pop, electronic_dance"
44,1995-07-01,"Take A Bow","Madonna",1,29,28,37,1,45,1995,7,26,37,1995-06-24,1,28,27,31,1,45,1995,6,25,"5oqukcHWfqq7HGjyKwLX1y","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop","pop, electronic_dance"
44,1995-07-08,"Take A Bow","Madonna",1,30,29,44,1,45,1995,7,27,37,1995-06-24,1,28,27,31,1,45,1995,6,25,"5oqukcHWfqq7HGjyKwLX1y","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop","pop, electronic_dance"
19,1995-07-15,"This Is How We Do It","Montell Jordan",1,21,20,12,1,93,1995,7,28,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
24,1995-07-22,"This Is How We Do It","Montell Jordan",1,22,21,19,1,93,1995,7,29,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
27,1995-07-29,"This Is How We Do It","Montell Jordan",1,23,22,24,1,93,1995,7,30,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
34,1995-08-05,"This Is How We Do It","Montell Jordan",1,24,23,27,1,93,1995,8,31,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
35,1995-08-12,"This Is How We Do It","Montell Jordan",1,25,24,34,1,93,1995,8,32,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
40,1995-08-19,"This Is How We Do It","Montell Jordan",1,26,25,35,1,93,1995,8,33,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
43,1995-08-26,"This Is How We Do It","Montell Jordan",1,27,26,40,1,93,1995,8,34,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
49,1995-09-02,"This Is How We Do It","Montell Jordan",1,28,27,43,1,93,1995,9,35,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
48,1995-09-09,"This Is How We Do It","Montell Jordan",1,29,28,49,1,93,1995,9,36,19,1995-07-15,1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary","r&b_reggae, pop, soul_funk, hip_hop_rap"
43,1995-09-16,"Have You Ever Really Loved A Woman?","Bryan Adams",1,23,22,41,1,66,1995,9,37,43,1995-09-16,1,23,22,41,1,66,1995,9,37,"32Gf5A7Hr8RdgggXG0Fdks","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock","pop, world_regional, rock, indie_alt"
44,1995-09-23,"Have You Ever Really Loved A Woman?","Bryan Adams",1,24,23,43,1,66,1995,9,38,43,1995-09-16,1,23,22,41,1,66,1995,9,37,"32Gf5A7Hr8RdgggXG0Fdks","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock","pop, world_regional, rock, indie_alt"
6,1995-09-30,"Waterfalls","TLC",1,17,16,4,1,39,1995,9,39,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
6,1995-10-07,"Waterfalls","TLC",1,18,17,6,1,39,1995,10,40,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
6,1995-10-14,"Waterfalls","TLC",1,19,18,6,1,39,1995,10,41,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
7,1995-10-21,"Waterfalls","TLC",1,20,19,6,1,39,1995,10,42,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
14,1995-10-28,"Waterfalls","TLC",1,21,20,7,1,39,1995,10,43,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
17,1995-11-04,"Waterfalls","TLC",1,22,21,14,1,39,1995,11,44,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
20,1995-11-11,"Waterfalls","TLC",1,23,22,17,1,39,1995,11,45,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
29,1995-11-18,"Waterfalls","TLC",1,24,23,20,1,39,1995,11,46,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
27,1995-11-25,"Waterfalls","TLC",1,25,24,29,1,39,1995,11,47,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
28,1995-12-02,"Waterfalls","TLC",1,26,25,27,1,39,1995,12,48,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
32,1995-12-09,"Waterfalls","TLC",1,27,26,28,1,39,1995,12,49,6,1995-09-30,1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary","hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
