"chart_position.x","chart_date.x","song","artist","instance.x","time_on_chart.x","consecutive_weeks.x","previous_week.x","peak_position.x","worst_position.x","year.x","month.x","week.x","chart_position.y","chart_date.y","instance.y","time_on_chart.y","consecutive_weeks.y","previous_week.y","peak_position.y","worst_position.y","year.y","month.y","week.y","spotify_song_id","spotify_artist_id","genres","main_genres"
83,1974-11-23,"Then Came You","Dionne Warwicke & Spinners",1,18,17,79,1,83,1974,11,47,79,1974-11-16,1,17,16,39,1,79,1974,11,46,"4IrSsxKVRUa8khIqbtDge0","2JSjCHK79gdaiPWdKiNUNp","adult standards, brill building pop, disco, quiet storm, soft rock, soul, vocal jazz","classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock, jazz_blues"
100,1974-11-30,"Then Came You","Dionne Warwicke & Spinners",1,19,18,83,1,100,1974,11,48,79,1974-11-16,1,17,16,39,1,79,1974,11,46,"4IrSsxKVRUa8khIqbtDge0","2JSjCHK79gdaiPWdKiNUNp","adult standards, brill building pop, disco, quiet storm, soft rock, soul, vocal jazz","classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock, jazz_blues"
93,1974-12-07,"You Haven't Done Nothin","Stevie Wonder",1,19,18,65,1,93,1974,12,49,93,1974-12-07,1,19,18,65,1,93,1974,12,49,"1inwt0v9a4ib9yS6Y4KsdM","7guDJrEfX3qb6FEbdPA5qi","motown, soul","soul_funk, r&b_reggae"
12,1974-12-14,"You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive",1,13,12,8,1,65,1974,12,50,12,1974-12-14,1,13,12,8,1,65,1974,12,50,"0lzNXoZINVBLHWNIxKxWOo","5q4AzEtCoYJyXjMMoEkSU5","album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock","rock, world_regional, country, classic_folk, indie_alt, other"
23,1974-12-21,"You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive",1,14,13,12,1,65,1974,12,51,12,1974-12-14,1,13,12,8,1,65,1974,12,50,"0lzNXoZINVBLHWNIxKxWOo","5q4AzEtCoYJyXjMMoEkSU5","album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock","rock, world_regional, country, classic_folk, indie_alt, other"
42,1974-12-28,"You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive",1,15,14,23,1,65,1974,12,52,12,1974-12-14,1,13,12,8,1,65,1974,12,50,"0lzNXoZINVBLHWNIxKxWOo","5q4AzEtCoYJyXjMMoEkSU5","album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock","rock, world_regional, country, classic_folk, indie_alt, other"
51,1975-01-04,"You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive",1,16,15,42,1,65,1975,1,1,12,1974-12-14,1,13,12,8,1,65,1974,12,50,"0lzNXoZINVBLHWNIxKxWOo","5q4AzEtCoYJyXjMMoEkSU5","album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock","rock, world_regional, country, classic_folk, indie_alt, other"
67,1975-01-11,"You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive",1,17,16,51,1,67,1975,1,2,12,1974-12-14,1,13,12,8,1,65,1974,12,50,"0lzNXoZINVBLHWNIxKxWOo","5q4AzEtCoYJyXjMMoEkSU5","album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock","rock, world_regional, country, classic_folk, indie_alt, other"
61,1975-01-18,"I Can Help","Billy Swan",1,17,16,40,1,90,1975,1,3,61,1975-01-18,1,17,16,40,1,90,1975,1,3,"4oW1lGOw5Q5OLvoJv92qoE","6nNkKMkPl1qBCEW3Al9eVV","swamp pop","pop"
84,1975-01-25,"I Can Help","Billy Swan",1,18,17,61,1,90,1975,1,4,61,1975-01-18,1,17,16,40,1,90,1975,1,3,"4oW1lGOw5Q5OLvoJv92qoE","6nNkKMkPl1qBCEW3Al9eVV","swamp pop","pop"
57,1975-02-01,"Cat's In The Cradle","Harry Chapin",1,18,17,44,1,88,1975,2,5,57,1975-02-01,1,18,17,44,1,88,1975,2,5,"2obblQ6tcePeOEVJV6nEGD","42q4Ivs7tAiCZ5C7eG5q4c","classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock","rock, country, classic_folk, indie_alt, other"
70,1975-02-08,"Cat's In The Cradle","Harry Chapin",1,19,18,57,1,88,1975,2,6,57,1975-02-01,1,18,17,44,1,88,1975,2,5,"2obblQ6tcePeOEVJV6nEGD","42q4Ivs7tAiCZ5C7eG5q4c","classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock","rock, country, classic_folk, indie_alt, other"
16,1975-02-15,"Laughter In The Rain","Neil Sedaka",1,18,17,8,1,95,1975,2,7,16,1975-02-15,1,18,17,8,1,95,1975,2,7,"2ozTcQyZQmm9tSmc4VZfwU","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
33,1975-02-22,"Laughter In The Rain","Neil Sedaka",1,19,18,16,1,95,1975,2,8,16,1975-02-15,1,18,17,8,1,95,1975,2,7,"2ozTcQyZQmm9tSmc4VZfwU","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
61,1975-03-01,"Laughter In The Rain","Neil Sedaka",1,20,19,33,1,95,1975,3,9,16,1975-02-15,1,18,17,8,1,95,1975,2,7,"2ozTcQyZQmm9tSmc4VZfwU","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
62,1975-03-08,"Please Mr. Postman","Carpenters",1,16,15,44,1,77,1975,3,10,62,1975-03-08,1,16,15,44,1,77,1975,3,10,"74jZhGv0fdLaf9q8AZZ15k","1eEfMU2AhEo7XnKgL7c304","adult standards, mellow gold, soft rock","classic_folk, indie_alt, rock"
79,1975-03-15,"Please Mr. Postman","Carpenters",1,17,16,62,1,79,1975,3,11,62,1975-03-08,1,16,15,44,1,77,1975,3,10,"74jZhGv0fdLaf9q8AZZ15k","1eEfMU2AhEo7XnKgL7c304","adult standards, mellow gold, soft rock","classic_folk, indie_alt, rock"
1,1975-03-22,"My Eyes Adored You","Frankie Valli",1,18,17,2,1,94,1975,3,12,1,1975-03-22,1,18,17,2,1,94,1975,3,12,"2yDQVcj26tpi9IUJhw9xDs","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll","classic_folk, pop, rock"
8,1975-03-29,"My Eyes Adored You","Frankie Valli",1,19,18,1,1,94,1975,3,13,1,1975-03-22,1,18,17,2,1,94,1975,3,12,"2yDQVcj26tpi9IUJhw9xDs","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll","classic_folk, pop, rock"
10,1975-04-05,"My Eyes Adored You","Frankie Valli",1,20,19,8,1,94,1975,4,14,1,1975-03-22,1,18,17,2,1,94,1975,3,12,"2yDQVcj26tpi9IUJhw9xDs","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll","classic_folk, pop, rock"
27,1975-04-12,"My Eyes Adored You","Frankie Valli",1,21,20,10,1,94,1975,4,15,1,1975-03-22,1,18,17,2,1,94,1975,3,12,"2yDQVcj26tpi9IUJhw9xDs","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll","classic_folk, pop, rock"
36,1975-04-19,"My Eyes Adored You","Frankie Valli",1,22,21,27,1,94,1975,4,16,1,1975-03-22,1,18,17,2,1,94,1975,3,12,"2yDQVcj26tpi9IUJhw9xDs","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll","classic_folk, pop, rock"
72,1975-04-26,"My Eyes Adored You","Frankie Valli",1,23,22,36,1,94,1975,4,17,1,1975-03-22,1,18,17,2,1,94,1975,3,12,"2yDQVcj26tpi9IUJhw9xDs","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll","classic_folk, pop, rock"
41,1975-05-03,"Lady Marmalade","Labelle",1,18,17,23,1,98,1975,5,18,41,1975-05-03,1,18,17,23,1,98,1975,5,18,"17VWTx7LD7liGlpnlGhUbn","3DznKagEU8yMQZR9z33Da5","disco, quiet storm","pop, soul_funk, electronic_dance, r&b_reggae"
35,1975-05-10,"Lovin' You","Minnie Riperton",1,17,16,17,1,80,1975,5,19,35,1975-05-10,1,17,16,17,1,80,1975,5,19,"3ebYtLVuV4HzEZUDcpZB9p","2i1IdHG5w0wiSmJGoqAGlj","classic soul, disco, funk, motown, quiet storm, soul","soul_funk, pop, electronic_dance, r&b_reggae"
50,1975-05-17,"Lovin' You","Minnie Riperton",1,18,17,35,1,80,1975,5,20,35,1975-05-10,1,17,16,17,1,80,1975,5,19,"3ebYtLVuV4HzEZUDcpZB9p","2i1IdHG5w0wiSmJGoqAGlj","classic soul, disco, funk, motown, quiet storm, soul","soul_funk, pop, electronic_dance, r&b_reggae"
20,1975-05-24,"(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","B.J. Thomas",1,17,16,10,1,99,1975,5,21,20,1975-05-24,1,17,16,10,1,99,1975,5,21,"0b7qiL1rLbUUpGXczt7p5T","0uUNzXylqsZdmFDwdxaP1V","adult standards, bubblegum pop, classic country pop, folk rock, mellow gold, soft rock","classic_folk, pop, country, rock, indie_alt"
37,1975-05-31,"(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","B.J. Thomas",1,18,17,20,1,99,1975,5,22,20,1975-05-24,1,17,16,10,1,99,1975,5,21,"0b7qiL1rLbUUpGXczt7p5T","0uUNzXylqsZdmFDwdxaP1V","adult standards, bubblegum pop, classic country pop, folk rock, mellow gold, soft rock","classic_folk, pop, country, rock, indie_alt"
7,1975-06-07,"Before The Next Teardrop Falls","Freddy Fender",1,19,18,1,1,97,1975,6,23,7,1975-06-07,1,19,18,1,1,97,1975,6,23,"2SVW5774QbmEjWfbHOEnz3","0SNdq9iJyup4XY6JbNHbt6","classic country pop, new mexico music, swamp pop","pop, country, world_regional"
19,1975-06-14,"Before The Next Teardrop Falls","Freddy Fender",1,20,19,7,1,97,1975,6,24,7,1975-06-07,1,19,18,1,1,97,1975,6,23,"2SVW5774QbmEjWfbHOEnz3","0SNdq9iJyup4XY6JbNHbt6","classic country pop, new mexico music, swamp pop","pop, country, world_regional"
44,1975-06-21,"Before The Next Teardrop Falls","Freddy Fender",1,21,20,19,1,97,1975,6,25,7,1975-06-07,1,19,18,1,1,97,1975,6,23,"2SVW5774QbmEjWfbHOEnz3","0SNdq9iJyup4XY6JbNHbt6","classic country pop, new mexico music, swamp pop","pop, country, world_regional"
43,1975-06-28,"Shining Star","Earth, Wind & Fire",1,20,19,29,1,86,1975,6,26,43,1975-06-28,1,20,19,29,1,86,1975,6,26,"0RgcOUQg4qYAEt9RIdf3oB","4QQgXkCYTt3BlENzhyNETg","disco, funk, jazz funk, soul","pop, soul_funk, electronic_dance, jazz_blues"
34,1975-07-05,"Philadelphia Freedom","The Elton John Band",1,18,17,28,1,53,1975,7,27,34,1975-07-05,1,18,17,28,1,53,1975,7,27,"7KUu5XsODBbJ4ht2XgwTJK","0t5ZgCjZ5410Bpi4ecfAW7",NA,""
50,1975-07-12,"Philadelphia Freedom","The Elton John Band",1,19,18,34,1,53,1975,7,28,34,1975-07-05,1,18,17,28,1,53,1975,7,27,"7KUu5XsODBbJ4ht2XgwTJK","0t5ZgCjZ5410Bpi4ecfAW7",NA,""
70,1975-07-19,"Philadelphia Freedom","The Elton John Band",1,20,19,50,1,70,1975,7,29,34,1975-07-05,1,18,17,28,1,53,1975,7,27,"7KUu5XsODBbJ4ht2XgwTJK","0t5ZgCjZ5410Bpi4ecfAW7",NA,""
91,1975-07-26,"Philadelphia Freedom","The Elton John Band",1,21,20,70,1,91,1975,7,30,34,1975-07-05,1,18,17,28,1,53,1975,7,27,"7KUu5XsODBbJ4ht2XgwTJK","0t5ZgCjZ5410Bpi4ecfAW7",NA,""
17,1975-08-02,"Love Will Keep Us Together","Captain & Tennille",1,16,15,13,1,98,1975,8,31,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
17,1975-08-09,"Love Will Keep Us Together","Captain & Tennille",1,17,16,17,1,98,1975,8,32,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
13,1975-08-16,"Love Will Keep Us Together","Captain & Tennille",1,18,17,17,1,98,1975,8,33,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
13,1975-08-23,"Love Will Keep Us Together","Captain & Tennille",1,19,18,13,1,98,1975,8,34,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
19,1975-08-30,"Love Will Keep Us Together","Captain & Tennille",1,20,19,13,1,98,1975,8,35,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
32,1975-09-06,"Love Will Keep Us Together","Captain & Tennille",1,21,20,19,1,98,1975,9,36,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
55,1975-09-13,"Love Will Keep Us Together","Captain & Tennille",1,22,21,32,1,98,1975,9,37,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
74,1975-09-20,"Love Will Keep Us Together","Captain & Tennille",1,23,22,55,1,98,1975,9,38,17,1975-08-02,1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock","indie_alt, rock"
3,1975-09-27,"Rhinestone Cowboy","Glen Campbell",1,18,17,2,1,81,1975,9,39,3,1975-09-27,1,18,17,2,1,81,1975,9,39,"0VwTeYNjcl30DyQlt3GPe0","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","classic_folk, country, world_regional, pop, rock, indie_alt, other"
3,1975-10-04,"Rhinestone Cowboy","Glen Campbell",1,19,18,3,1,81,1975,10,40,3,1975-09-27,1,18,17,2,1,81,1975,9,39,"0VwTeYNjcl30DyQlt3GPe0","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","classic_folk, country, world_regional, pop, rock, indie_alt, other"
15,1975-10-11,"Rhinestone Cowboy","Glen Campbell",1,20,19,3,1,81,1975,10,41,3,1975-09-27,1,18,17,2,1,81,1975,9,39,"0VwTeYNjcl30DyQlt3GPe0","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","classic_folk, country, world_regional, pop, rock, indie_alt, other"
27,1975-10-18,"Rhinestone Cowboy","Glen Campbell",1,21,20,15,1,81,1975,10,42,3,1975-09-27,1,18,17,2,1,81,1975,9,39,"0VwTeYNjcl30DyQlt3GPe0","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","classic_folk, country, world_regional, pop, rock, indie_alt, other"
48,1975-10-25,"Rhinestone Cowboy","Glen Campbell",1,22,21,27,1,81,1975,10,43,3,1975-09-27,1,18,17,2,1,81,1975,9,39,"0VwTeYNjcl30DyQlt3GPe0","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","classic_folk, country, world_regional, pop, rock, indie_alt, other"
67,1975-11-01,"Rhinestone Cowboy","Glen Campbell",1,23,22,48,1,81,1975,11,44,3,1975-09-27,1,18,17,2,1,81,1975,9,39,"0VwTeYNjcl30DyQlt3GPe0","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","classic_folk, country, world_regional, pop, rock, indie_alt, other"
41,1975-11-08,"Fame","David Bowie",1,20,19,31,1,90,1975,11,45,41,1975-11-08,1,20,19,31,1,90,1975,11,45,"1PehfITh0TTRx3LkDdV4h3","0oSGxfWSnnOXhD2fKuz2Gy","art rock, classic rock, glam rock, permanent wave, rock","rock, pop, soul_funk"
97,1975-11-15,"Fame","David Bowie",1,21,20,41,1,97,1975,11,46,41,1975-11-08,1,20,19,31,1,90,1975,11,45,"1PehfITh0TTRx3LkDdV4h3","0oSGxfWSnnOXhD2fKuz2Gy","art rock, classic rock, glam rock, permanent wave, rock","rock, pop, soul_funk"
20,1975-11-22,"I'm Sorry","John Denver",1,15,14,12,1,64,1975,11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1975-11-29,"I'm Sorry","John Denver",1,16,15,20,1,64,1975,11,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1975-12-06,"I'm Sorry","John Denver",1,17,16,44,1,64,1975,12,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1975-12-13,"I'm Sorry","John Denver",1,18,17,50,1,64,1975,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1975-12-20,"Breaking Up Is Hard To Do","Neil Sedaka",2,16,1,79,1,79,1975,12,51,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
34,1975-12-27,"Breaking Up Is Hard To Do","Neil Sedaka",2,17,2,59,1,79,1975,12,52,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
28,1976-01-03,"Breaking Up Is Hard To Do","Neil Sedaka",2,18,3,34,1,79,1976,1,1,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
22,1976-01-10,"Breaking Up Is Hard To Do","Neil Sedaka",2,19,4,28,1,79,1976,1,2,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
19,1976-01-17,"Breaking Up Is Hard To Do","Neil Sedaka",2,20,5,22,1,79,1976,1,3,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
17,1976-01-24,"Breaking Up Is Hard To Do","Neil Sedaka",2,21,6,19,1,79,1976,1,4,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
16,1976-01-31,"Breaking Up Is Hard To Do","Neil Sedaka",2,22,7,17,1,79,1976,1,5,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
10,1976-02-07,"Breaking Up Is Hard To Do","Neil Sedaka",2,23,8,16,1,79,1976,2,6,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
9,1976-02-14,"Breaking Up Is Hard To Do","Neil Sedaka",2,24,9,10,1,79,1976,2,7,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
8,1976-02-21,"Breaking Up Is Hard To Do","Neil Sedaka",2,25,10,9,1,79,1976,2,8,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
13,1976-02-28,"Breaking Up Is Hard To Do","Neil Sedaka",2,26,11,8,1,79,1976,2,9,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
18,1976-03-06,"Breaking Up Is Hard To Do","Neil Sedaka",2,27,12,13,1,79,1976,3,10,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
55,1976-03-13,"Breaking Up Is Hard To Do","Neil Sedaka",2,28,13,18,1,79,1976,3,11,34,1962-09-22,1,13,12,11,1,66,1962,9,38,"2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock","classic_folk, pop, rock"
58,1976-03-20,"Venus","Frankie Avalon",2,26,8,69,1,99,1976,3,12,9,1959-05-02,1,13,12,3,1,99,1959,5,18,"5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, rock"
54,1976-03-27,"Venus","Frankie Avalon",2,27,9,58,1,99,1976,3,13,9,1959-05-02,1,13,12,3,1,99,1959,5,18,"5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, rock"
72,1976-04-03,"Venus","Frankie Avalon",2,28,10,54,1,99,1976,4,14,9,1959-05-02,1,13,12,3,1,99,1959,5,18,"5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, rock"
22,1976-04-10,"Love Machine (Part 1)","The Miracles",1,25,24,22,1,90,1976,4,15,22,1976-04-10,1,25,24,22,1,90,1976,4,15,"28WMPttAOsyV90WNiMXESa","6TqQLejnHXMGr7KcegxUND","classic soul, disco, motown, quiet storm, rhythm and blues, soul, southern soul","soul_funk, pop, electronic_dance, r&b_reggae, jazz_blues"
26,1976-04-17,"Love Machine (Part 1)","The Miracles",1,26,25,22,1,90,1976,4,16,22,1976-04-10,1,25,24,22,1,90,1976,4,15,"28WMPttAOsyV90WNiMXESa","6TqQLejnHXMGr7KcegxUND","classic soul, disco, motown, quiet storm, rhythm and blues, soul, southern soul","soul_funk, pop, electronic_dance, r&b_reggae, jazz_blues"
56,1976-04-24,"Love Machine (Part 1)","The Miracles",1,27,26,26,1,90,1976,4,17,22,1976-04-10,1,25,24,22,1,90,1976,4,15,"28WMPttAOsyV90WNiMXESa","6TqQLejnHXMGr7KcegxUND","classic soul, disco, motown, quiet storm, rhythm and blues, soul, southern soul","soul_funk, pop, electronic_dance, r&b_reggae, jazz_blues"
71,1976-05-01,"Love Machine (Part 1)","The Miracles",1,28,27,56,1,90,1976,5,18,22,1976-04-10,1,25,24,22,1,90,1976,4,15,"28WMPttAOsyV90WNiMXESa","6TqQLejnHXMGr7KcegxUND","classic soul, disco, motown, quiet storm, rhythm and blues, soul, southern soul","soul_funk, pop, electronic_dance, r&b_reggae, jazz_blues"
25,1976-05-08,"December, 1963 (Oh, What a Night)","The 4 Seasons",1,20,19,16,1,85,1976,5,19,25,1976-05-08,1,20,19,16,1,85,1976,5,19,"1hQFF33xi8ruavZNyovtUN","6mcrZQmgzFGRWf7C0SObou","adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, soul_funk, rock"
44,1976-05-15,"December, 1963 (Oh, What a Night)","The 4 Seasons",1,21,20,25,1,85,1976,5,20,25,1976-05-08,1,20,19,16,1,85,1976,5,19,"1hQFF33xi8ruavZNyovtUN","6mcrZQmgzFGRWf7C0SObou","adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, soul_funk, rock"
51,1976-05-22,"December, 1963 (Oh, What a Night)","The 4 Seasons",1,22,21,44,1,85,1976,5,21,25,1976-05-08,1,20,19,16,1,85,1976,5,19,"1hQFF33xi8ruavZNyovtUN","6mcrZQmgzFGRWf7C0SObou","adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, soul_funk, rock"
67,1976-05-29,"December, 1963 (Oh, What a Night)","The 4 Seasons",1,23,22,51,1,85,1976,5,22,25,1976-05-08,1,20,19,16,1,85,1976,5,19,"1hQFF33xi8ruavZNyovtUN","6mcrZQmgzFGRWf7C0SObou","adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, soul_funk, rock"
95,1976-06-05,"December, 1963 (Oh, What a Night)","The 4 Seasons",1,24,23,67,1,95,1976,6,23,25,1976-05-08,1,20,19,16,1,85,1976,5,19,"1hQFF33xi8ruavZNyovtUN","6mcrZQmgzFGRWf7C0SObou","adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, soul_funk, rock"
95,1976-06-12,"December, 1963 (Oh, What a Night)","The 4 Seasons",1,25,24,95,1,95,1976,6,24,25,1976-05-08,1,20,19,16,1,85,1976,5,19,"1hQFF33xi8ruavZNyovtUN","6mcrZQmgzFGRWf7C0SObou","adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly","classic_folk, pop, r&b_reggae, soul_funk, rock"
