"chart_position","chart_date","song","artist","instance","time_on_chart","consecutive_weeks","previous_week","peak_position","worst_position","year","month","week","main_genres","spotify_song_id","spotify_artist_id","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","Genre_Pop","Genre_Rock","Genre_Country","Genre_JazzBlues","Genre_SoulFunk","Genre_HipHopRap","Genre_ElectronicDance","Genre_RnBReggae","Genre_ClassicFolk","Genre_WorldRegional","Genre_IndieAlt"
1,"1958-08-02","Poor Little Fool","Ricky Nelson",1,1,NA,NA,1,1,1958,8,31,"classic_folk, r&b_reggae, rock","5ayybTSXNwcarDtxQKqvWX","73sSFVlM6pkweLXE8qw1OS","adult standards, doo-wop, rock-and-roll, rockabilly",0.474,0.338,0,-11.528,1,0.0299,0.648,0,0.13,0.81,154.596,0,1,0,0,0,0,0,1,1,0,0
1,"1958-08-09","Poor Little Fool","Ricky Nelson",1,2,1,1,1,1,1958,8,32,"classic_folk, r&b_reggae, rock","5ayybTSXNwcarDtxQKqvWX","73sSFVlM6pkweLXE8qw1OS","adult standards, doo-wop, rock-and-roll, rockabilly",0.474,0.338,0,-11.528,1,0.0299,0.648,0,0.13,0.81,154.596,0,1,0,0,0,0,0,1,1,0,0
1,"1958-08-16","Nel Blu Dipinto Di Blu (Volaré)","Domenico Modugno",1,3,2,2,1,54,1958,8,33,"pop, world_regional","2IKvYPWeWZufWdh3n306sK","4llklDtTTyMYMY2LfFOkTI","classic italian pop, italian adult pop",0.371,0.189,11,-14.662,0,0.0405,0.955,3.67e-06,0.169,0.476,128.956,1,0,0,0,0,0,0,0,0,1,0
1,"1958-08-23","Little Star","The Elegants",1,4,3,2,1,18,1958,8,34,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
2,"1958-08-30","Little Star","The Elegants",1,5,4,1,1,18,1958,8,35,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
2,"1958-09-06","Little Star","The Elegants",1,6,5,2,1,18,1958,9,36,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
3,"1958-09-13","Little Star","The Elegants",1,7,6,2,1,18,1958,9,37,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
4,"1958-09-20","Little Star","The Elegants",1,8,7,3,1,18,1958,9,38,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
5,"1958-09-27","Little Star","The Elegants",1,9,8,4,1,18,1958,9,39,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
5,"1958-10-04","Little Star","The Elegants",1,10,9,5,1,18,1958,10,40,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
8,"1958-10-11","Little Star","The Elegants",1,11,10,5,1,18,1958,10,41,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
13,"1958-10-18","Little Star","The Elegants",1,12,11,8,1,18,1958,10,42,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
13,"1958-10-25","Little Star","The Elegants",1,13,12,13,1,18,1958,10,43,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
21,"1958-11-01","Little Star","The Elegants",1,14,13,13,1,21,1958,11,44,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
40,"1958-11-08","Little Star","The Elegants",1,15,14,21,1,40,1958,11,45,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
82,"1958-11-15","Little Star","The Elegants",1,16,15,40,1,82,1958,11,46,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
78,"1958-11-22","Little Star","The Elegants",1,17,16,82,1,82,1958,11,47,"r&b_reggae","6xupOaBWORbDmakCdQwMRG","7bNoMfBqbaLJrfH3Vw1q6L","doo-wop",0.417,0.463,9,-8.027,1,0.03,0.762,0,0.223,0.627,72.568,0,0,0,0,0,0,0,1,0,0,0
10,"1958-11-29","It's All In The Game","Tommy Edwards",1,16,15,5,1,96,1958,11,48,"classic_folk, r&b_reggae, jazz_blues","2tvt5K7y1gndmCgtIoLo1f","1ObAu0tz0NlOI6FNHTXchD","deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,0,0,0,1,0,0,0,1,1,0,0
12,"1958-12-06","It's All In The Game","Tommy Edwards",1,17,16,10,1,96,1958,12,49,"classic_folk, r&b_reggae, jazz_blues","2tvt5K7y1gndmCgtIoLo1f","1ObAu0tz0NlOI6FNHTXchD","deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,0,0,0,1,0,0,0,1,1,0,0
25,"1958-12-13","It's All In The Game","Tommy Edwards",1,18,17,12,1,96,1958,12,50,"classic_folk, r&b_reggae, jazz_blues","2tvt5K7y1gndmCgtIoLo1f","1ObAu0tz0NlOI6FNHTXchD","deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,0,0,0,1,0,0,0,1,1,0,0
29,"1958-12-20","It's All In The Game","Tommy Edwards",1,19,18,25,1,96,1958,12,51,"classic_folk, r&b_reggae, jazz_blues","2tvt5K7y1gndmCgtIoLo1f","1ObAu0tz0NlOI6FNHTXchD","deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,0,0,0,1,0,0,0,1,1,0,0
38,"1958-12-27","It's All In The Game","Tommy Edwards",1,20,19,29,1,96,1958,12,52,"classic_folk, r&b_reggae, jazz_blues","2tvt5K7y1gndmCgtIoLo1f","1ObAu0tz0NlOI6FNHTXchD","deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,0,0,0,1,0,0,0,1,1,0,0
43,"1959-01-03","It's All In The Game","Tommy Edwards",1,21,20,38,1,96,1959,1,1,"classic_folk, r&b_reggae, jazz_blues","2tvt5K7y1gndmCgtIoLo1f","1ObAu0tz0NlOI6FNHTXchD","deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,0,0,0,1,0,0,0,1,1,0,0
58,"1959-01-10","It's All In The Game","Tommy Edwards",1,22,21,43,1,96,1959,1,2,"classic_folk, r&b_reggae, jazz_blues","2tvt5K7y1gndmCgtIoLo1f","1ObAu0tz0NlOI6FNHTXchD","deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,0,0,0,1,0,0,0,1,1,0,0
36,"1959-01-17","It's Only Make Believe","Conway Twitty",1,19,18,22,1,65,1959,1,3,"country, world_regional, pop, rock","1xVOttVNT27FBTD8iHjOfU","7gi3jmwpUpNWdswT8eEprF","arkansas country, classic country pop, country, country rock",0.461,0.466,11,-9.627,1,0.0598,0.86,2.76e-05,0.135,0.251,128.537,1,1,1,0,0,0,0,0,0,1,0
65,"1959-01-24","It's Only Make Believe","Conway Twitty",1,20,19,36,1,65,1959,1,4,"country, world_regional, pop, rock","1xVOttVNT27FBTD8iHjOfU","7gi3jmwpUpNWdswT8eEprF","arkansas country, classic country pop, country, country rock",0.461,0.466,11,-9.627,1,0.0598,0.86,2.76e-05,0.135,0.251,128.537,1,1,1,0,0,0,0,0,0,1,0
93,"1959-01-31","It's Only Make Believe","Conway Twitty",1,21,20,65,1,93,1959,1,5,"country, world_regional, pop, rock","1xVOttVNT27FBTD8iHjOfU","7gi3jmwpUpNWdswT8eEprF","arkansas country, classic country pop, country, country rock",0.461,0.466,11,-9.627,1,0.0598,0.86,2.76e-05,0.135,0.251,128.537,1,1,1,0,0,0,0,0,0,1,0
32,"1959-02-07","To Know Him, Is To Love Him","The Teddy Bears",1,21,20,24,1,88,1959,2,6,"","5msxn2HUcd83qOsuQW7Kdb","4JFunELhYa3ZrJnSWAZl3W",NA,0.26,0.312,2,-9.614,1,0.0303,0.939,3.66e-05,0.1,0.396,174.392,0,0,0,0,0,0,0,0,0,0,0
43,"1959-02-14","To Know Him, Is To Love Him","The Teddy Bears",1,22,21,32,1,88,1959,2,7,"","5msxn2HUcd83qOsuQW7Kdb","4JFunELhYa3ZrJnSWAZl3W",NA,0.26,0.312,2,-9.614,1,0.0303,0.939,3.66e-05,0.1,0.396,174.392,0,0,0,0,0,0,0,0,0,0,0
84,"1959-02-21","To Know Him, Is To Love Him","The Teddy Bears",1,23,22,43,1,88,1959,2,8,"","5msxn2HUcd83qOsuQW7Kdb","4JFunELhYa3ZrJnSWAZl3W",NA,0.26,0.312,2,-9.614,1,0.0303,0.939,3.66e-05,0.1,0.396,174.392,0,0,0,0,0,0,0,0,0,0,0
16,"1959-02-28","Smoke Gets In Your Eyes","The Platters",1,16,15,12,1,86,1959,2,9,"classic_folk, rock","2vSxjnyrWrtxyfzO47EX6q","6KWcxMWVNVIYbdOQyJtsSy","adult standards, easy listening, rock-and-roll, rockabilly",0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,0,1,0,0,0,0,0,0,1,0,0
25,"1959-03-07","Smoke Gets In Your Eyes","The Platters",1,17,16,16,1,86,1959,3,10,"classic_folk, rock","2vSxjnyrWrtxyfzO47EX6q","6KWcxMWVNVIYbdOQyJtsSy","adult standards, easy listening, rock-and-roll, rockabilly",0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,0,1,0,0,0,0,0,0,1,0,0
40,"1959-03-14","Smoke Gets In Your Eyes","The Platters",1,18,17,25,1,86,1959,3,11,"classic_folk, rock","2vSxjnyrWrtxyfzO47EX6q","6KWcxMWVNVIYbdOQyJtsSy","adult standards, easy listening, rock-and-roll, rockabilly",0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,0,1,0,0,0,0,0,0,1,0,0
45,"1959-03-21","Smoke Gets In Your Eyes","The Platters",1,19,18,40,1,86,1959,3,12,"classic_folk, rock","2vSxjnyrWrtxyfzO47EX6q","6KWcxMWVNVIYbdOQyJtsSy","adult standards, easy listening, rock-and-roll, rockabilly",0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,0,1,0,0,0,0,0,0,1,0,0
16,"1959-03-28","Stagger Lee","Lloyd Price",1,17,16,8,1,94,1959,3,13,"r&b_reggae, jazz_blues, world_regional, rock","7qoaMWT3eRCKG1RN6dVuOY","3iOE5ItEv5xr9fmKi7GNh2","doo-wop, louisiana blues, memphis blues, new orleans blues, rhythm and blues, rock-and-roll, rockabilly",0.439,0.638,3,-6.859,1,0.0307,0.707,0,0.175,0.781,69.57,0,1,0,1,0,0,0,1,0,1,0
19,"1959-04-04","Stagger Lee","Lloyd Price",1,18,17,16,1,94,1959,4,14,"r&b_reggae, jazz_blues, world_regional, rock","7qoaMWT3eRCKG1RN6dVuOY","3iOE5ItEv5xr9fmKi7GNh2","doo-wop, louisiana blues, memphis blues, new orleans blues, rhythm and blues, rock-and-roll, rockabilly",0.439,0.638,3,-6.859,1,0.0307,0.707,0,0.175,0.781,69.57,0,1,0,1,0,0,0,1,0,1,0
36,"1959-04-11","Stagger Lee","Lloyd Price",1,19,18,19,1,94,1959,4,15,"r&b_reggae, jazz_blues, world_regional, rock","7qoaMWT3eRCKG1RN6dVuOY","3iOE5ItEv5xr9fmKi7GNh2","doo-wop, louisiana blues, memphis blues, new orleans blues, rhythm and blues, rock-and-roll, rockabilly",0.439,0.638,3,-6.859,1,0.0307,0.707,0,0.175,0.781,69.57,0,1,0,1,0,0,0,1,0,1,0
64,"1959-04-18","Stagger Lee","Lloyd Price",1,20,19,36,1,94,1959,4,16,"r&b_reggae, jazz_blues, world_regional, rock","7qoaMWT3eRCKG1RN6dVuOY","3iOE5ItEv5xr9fmKi7GNh2","doo-wop, louisiana blues, memphis blues, new orleans blues, rhythm and blues, rock-and-roll, rockabilly",0.439,0.638,3,-6.859,1,0.0307,0.707,0,0.175,0.781,69.57,0,1,0,1,0,0,0,1,0,1,0
86,"1959-04-25","Stagger Lee","Lloyd Price",1,21,20,64,1,94,1959,4,17,"r&b_reggae, jazz_blues, world_regional, rock","7qoaMWT3eRCKG1RN6dVuOY","3iOE5ItEv5xr9fmKi7GNh2","doo-wop, louisiana blues, memphis blues, new orleans blues, rhythm and blues, rock-and-roll, rockabilly",0.439,0.638,3,-6.859,1,0.0307,0.707,0,0.175,0.781,69.57,0,1,0,1,0,0,0,1,0,1,0
9,"1959-05-02","Venus","Frankie Avalon",1,13,12,3,1,99,1959,5,18,"classic_folk, pop, r&b_reggae, rock","5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly",0.576,0.347,10,-18.755,1,0.0317,0.852,0.599,0.124,0.85,114.883,1,1,0,0,0,0,0,1,1,0,0
14,"1959-05-09","Venus","Frankie Avalon",1,14,13,9,1,99,1959,5,19,"classic_folk, pop, r&b_reggae, rock","5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly",0.576,0.347,10,-18.755,1,0.0317,0.852,0.599,0.124,0.85,114.883,1,1,0,0,0,0,0,1,1,0,0
26,"1959-05-16","Venus","Frankie Avalon",1,15,14,14,1,99,1959,5,20,"classic_folk, pop, r&b_reggae, rock","5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly",0.576,0.347,10,-18.755,1,0.0317,0.852,0.599,0.124,0.85,114.883,1,1,0,0,0,0,0,1,1,0,0
31,"1959-05-23","Venus","Frankie Avalon",1,16,15,26,1,99,1959,5,21,"classic_folk, pop, r&b_reggae, rock","5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly",0.576,0.347,10,-18.755,1,0.0317,0.852,0.599,0.124,0.85,114.883,1,1,0,0,0,0,0,1,1,0,0
89,"1959-05-30","Venus","Frankie Avalon",1,17,16,31,1,99,1959,5,22,"classic_folk, pop, r&b_reggae, rock","5kqXQHIgQ6UfFP9LfqPNgG","5zNOI87gG4RttFmYAZWaxQ","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly",0.576,0.347,10,-18.755,1,0.0317,0.852,0.599,0.124,0.85,114.883,1,1,0,0,0,0,0,1,1,0,0
60,"1959-06-06","Come Softly To Me","The Fleetwoods",1,14,13,34,1,60,1959,6,23,"r&b_reggae, classic_folk","603N4XGJUTbK760GLCvIIs","673J686eeEXMYJorgQ70lX","doo-wop, vocal harmony group",0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,0,0,0,0,0,0,0,1,1,0,0
66,"1959-06-13","Come Softly To Me","The Fleetwoods",1,15,14,60,1,66,1959,6,24,"r&b_reggae, classic_folk","603N4XGJUTbK760GLCvIIs","673J686eeEXMYJorgQ70lX","doo-wop, vocal harmony group",0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,0,0,0,0,0,0,0,1,1,0,0
96,"1959-06-20","Come Softly To Me","The Fleetwoods",1,16,15,66,1,96,1959,6,25,"r&b_reggae, classic_folk","603N4XGJUTbK760GLCvIIs","673J686eeEXMYJorgQ70lX","doo-wop, vocal harmony group",0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,0,0,0,0,0,0,0,1,1,0,0
38,"1959-06-27","The Happy Organ","Dave ""Baby"" Cortez",1,16,15,25,1,68,1959,6,26,"jazz_blues","6fOxrKUo3f9OX2z6YrBpwy","7fGPj0sGEcZACQTUVbz3NY","hammond organ, jazz organ",0.635,0.888,1,-6.811,1,0.0313,0.536,0.144,0.0743,0.97,91.22,0,0,0,1,0,0,0,0,0,0,0
70,"1959-07-04","The Happy Organ","Dave ""Baby"" Cortez",1,17,16,38,1,70,1959,7,27,"jazz_blues","6fOxrKUo3f9OX2z6YrBpwy","7fGPj0sGEcZACQTUVbz3NY","hammond organ, jazz organ",0.635,0.888,1,-6.811,1,0.0313,0.536,0.144,0.0743,0.97,91.22,0,0,0,1,0,0,0,0,0,0,0
29,"1959-07-11","Kansas City","Wilbert Harrison",1,14,13,17,1,100,1959,7,28,"jazz_blues","4GvyP7CnBJEV2t7L7vOkjw","7rETVFaF9VOFPmmzsY3kO6","rhythm and blues",0.727,0.665,1,-6.453,1,0.0352,0.653,0.233,0.349,0.912,114.979,0,0,0,1,0,0,0,0,0,0,0
44,"1959-07-18","Kansas City","Wilbert Harrison",1,15,14,29,1,100,1959,7,29,"jazz_blues","4GvyP7CnBJEV2t7L7vOkjw","7rETVFaF9VOFPmmzsY3kO6","rhythm and blues",0.727,0.665,1,-6.453,1,0.0352,0.653,0.233,0.349,0.912,114.979,0,0,0,1,0,0,0,0,0,0,0
84,"1959-07-25","Kansas City","Wilbert Harrison",1,16,15,44,1,100,1959,7,30,"jazz_blues","4GvyP7CnBJEV2t7L7vOkjw","7rETVFaF9VOFPmmzsY3kO6","rhythm and blues",0.727,0.665,1,-6.453,1,0.0352,0.653,0.233,0.349,0.912,114.979,0,0,0,1,0,0,0,0,0,0,0
4,"1959-08-01","The Battle Of New Orleans","Johnny Horton",1,15,14,2,1,93,1959,8,31,"pop, country","66eFGhs8LXeBgrXk0YgRJK","1bBZcz4jP7CoPlqpCFh4gz","classic country pop, cowboy western",0.704,0.743,9,-12.069,1,0.129,0.805,0,0.205,0.92,177.362,1,0,1,0,0,0,0,0,0,0,0
7,"1959-08-08","The Battle Of New Orleans","Johnny Horton",1,16,15,4,1,93,1959,8,32,"pop, country","66eFGhs8LXeBgrXk0YgRJK","1bBZcz4jP7CoPlqpCFh4gz","classic country pop, cowboy western",0.704,0.743,9,-12.069,1,0.129,0.805,0,0.205,0.92,177.362,1,0,1,0,0,0,0,0,0,0,0
13,"1959-08-15","The Battle Of New Orleans","Johnny Horton",1,17,16,7,1,93,1959,8,33,"pop, country","66eFGhs8LXeBgrXk0YgRJK","1bBZcz4jP7CoPlqpCFh4gz","classic country pop, cowboy western",0.704,0.743,9,-12.069,1,0.129,0.805,0,0.205,0.92,177.362,1,0,1,0,0,0,0,0,0,0,0
25,"1959-08-22","The Battle Of New Orleans","Johnny Horton",1,18,17,13,1,93,1959,8,34,"pop, country","66eFGhs8LXeBgrXk0YgRJK","1bBZcz4jP7CoPlqpCFh4gz","classic country pop, cowboy western",0.704,0.743,9,-12.069,1,0.129,0.805,0,0.205,0.92,177.362,1,0,1,0,0,0,0,0,0,0,0
34,"1959-08-29","The Battle Of New Orleans","Johnny Horton",1,19,18,25,1,93,1959,8,35,"pop, country","66eFGhs8LXeBgrXk0YgRJK","1bBZcz4jP7CoPlqpCFh4gz","classic country pop, cowboy western",0.704,0.743,9,-12.069,1,0.129,0.805,0,0.205,0.92,177.362,1,0,1,0,0,0,0,0,0,0,0
42,"1959-09-05","The Battle Of New Orleans","Johnny Horton",1,20,19,34,1,93,1959,9,36,"pop, country","66eFGhs8LXeBgrXk0YgRJK","1bBZcz4jP7CoPlqpCFh4gz","classic country pop, cowboy western",0.704,0.743,9,-12.069,1,0.129,0.805,0,0.205,0.92,177.362,1,0,1,0,0,0,0,0,0,0,0
91,"1959-09-12","The Battle Of New Orleans","Johnny Horton",1,21,20,42,1,93,1959,9,37,"pop, country","66eFGhs8LXeBgrXk0YgRJK","1bBZcz4jP7CoPlqpCFh4gz","classic country pop, cowboy western",0.704,0.743,9,-12.069,1,0.129,0.805,0,0.205,0.92,177.362,1,0,1,0,0,0,0,0,0,0,0
42,"1959-09-19","A Big Hunk O' Love","Elvis Presley With The Jordanaires",1,12,11,20,1,43,1959,9,38,"rock","6PUsG2iMvCjnPFLjydO1RR","43ZHCT0cAZBISjO8DG9PnE","rock-and-roll, rockabilly",0.551,0.934,7,-6.66,0,0.0481,0.822,0.143,0.419,0.96,87.055,0,1,0,0,0,0,0,0,0,0,0
63,"1959-09-26","A Big Hunk O' Love","Elvis Presley With The Jordanaires",1,13,12,42,1,63,1959,9,39,"rock","6PUsG2iMvCjnPFLjydO1RR","43ZHCT0cAZBISjO8DG9PnE","rock-and-roll, rockabilly",0.551,0.934,7,-6.66,0,0.0481,0.822,0.143,0.419,0.96,87.055,0,1,0,0,0,0,0,0,0,0,0
96,"1959-10-03","A Big Hunk O' Love","Elvis Presley With The Jordanaires",1,14,13,63,1,96,1959,10,40,"rock","6PUsG2iMvCjnPFLjydO1RR","43ZHCT0cAZBISjO8DG9PnE","rock-and-roll, rockabilly",0.551,0.934,7,-6.66,0,0.0481,0.822,0.143,0.419,0.96,87.055,0,1,0,0,0,0,0,0,0,0,0
4,"1959-10-10","Sleep Walk","Santo & Johnny",1,12,11,3,1,95,1959,10,41,"pop, rock","0yK8sWD6cfrc7pGfaPIcZH","4hGjngc0tPOBwTgTPci3IK","space age pop, surf music",0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,1,1,0,0,0,0,0,0,0,0,0
6,"1959-10-17","Sleep Walk","Santo & Johnny",1,13,12,4,1,95,1959,10,42,"pop, rock","0yK8sWD6cfrc7pGfaPIcZH","4hGjngc0tPOBwTgTPci3IK","space age pop, surf music",0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,1,1,0,0,0,0,0,0,0,0,0
12,"1959-10-24","Sleep Walk","Santo & Johnny",1,14,13,6,1,95,1959,10,43,"pop, rock","0yK8sWD6cfrc7pGfaPIcZH","4hGjngc0tPOBwTgTPci3IK","space age pop, surf music",0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,1,1,0,0,0,0,0,0,0,0,0
20,"1959-10-31","Sleep Walk","Santo & Johnny",1,15,14,12,1,95,1959,10,44,"pop, rock","0yK8sWD6cfrc7pGfaPIcZH","4hGjngc0tPOBwTgTPci3IK","space age pop, surf music",0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,1,1,0,0,0,0,0,0,0,0,0
29,"1959-11-07","Sleep Walk","Santo & Johnny",1,16,15,20,1,95,1959,11,45,"pop, rock","0yK8sWD6cfrc7pGfaPIcZH","4hGjngc0tPOBwTgTPci3IK","space age pop, surf music",0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,1,1,0,0,0,0,0,0,0,0,0
57,"1959-11-14","Sleep Walk","Santo & Johnny",1,17,16,29,1,95,1959,11,46,"pop, rock","0yK8sWD6cfrc7pGfaPIcZH","4hGjngc0tPOBwTgTPci3IK","space age pop, surf music",0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,1,1,0,0,0,0,0,0,0,0,0
90,"1959-11-21","Sleep Walk","Santo & Johnny",1,18,17,57,1,95,1959,11,47,"pop, rock","0yK8sWD6cfrc7pGfaPIcZH","4hGjngc0tPOBwTgTPci3IK","space age pop, surf music",0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,1,1,0,0,0,0,0,0,0,0,0
1,"1959-11-28","Mack The Knife","Bobby Darin",1,15,14,1,1,59,1959,11,48,"classic_folk, pop, rock, jazz_blues","3E5ndyOfO6vFDEIE42HA8o","0EodhzA6yW1bIdD5B4tcmJ","adult standards, easy listening, lounge, rock-and-roll, rockabilly, vocal jazz",0.549,0.529,3,-12.291,0,0.108,0.76,0,0.206,0.464,82.755,1,1,0,1,0,0,0,0,1,0,0
1,"1959-12-05","Mack The Knife","Bobby Darin",1,16,15,1,1,59,1959,12,49,"classic_folk, pop, rock, jazz_blues","3E5ndyOfO6vFDEIE42HA8o","0EodhzA6yW1bIdD5B4tcmJ","adult standards, easy listening, lounge, rock-and-roll, rockabilly, vocal jazz",0.549,0.529,3,-12.291,0,0.108,0.76,0,0.206,0.464,82.755,1,1,0,1,0,0,0,0,1,0,0
3,"1959-12-12","Mack The Knife","Bobby Darin",1,17,16,1,1,59,1959,12,50,"classic_folk, pop, rock, jazz_blues","3E5ndyOfO6vFDEIE42HA8o","0EodhzA6yW1bIdD5B4tcmJ","adult standards, easy listening, lounge, rock-and-roll, rockabilly, vocal jazz",0.549,0.529,3,-12.291,0,0.108,0.76,0,0.206,0.464,82.755,1,1,0,1,0,0,0,0,1,0,0
7,"1959-12-19","Mack The Knife","Bobby Darin",1,18,17,3,1,59,1959,12,51,"classic_folk, pop, rock, jazz_blues","3E5ndyOfO6vFDEIE42HA8o","0EodhzA6yW1bIdD5B4tcmJ","adult standards, easy listening, lounge, rock-and-roll, rockabilly, vocal jazz",0.549,0.529,3,-12.291,0,0.108,0.76,0,0.206,0.464,82.755,1,1,0,1,0,0,0,0,1,0,0
8,"1959-12-26","Mack The Knife","Bobby Darin",1,19,18,7,1,59,1959,12,52,"classic_folk, pop, rock, jazz_blues","3E5ndyOfO6vFDEIE42HA8o","0EodhzA6yW1bIdD5B4tcmJ","adult standards, easy listening, lounge, rock-and-roll, rockabilly, vocal jazz",0.549,0.529,3,-12.291,0,0.108,0.76,0,0.206,0.464,82.755,1,1,0,1,0,0,0,0,1,0,0
