"chart_position","chart_date","song","artist","instance","time_on_chart","consecutive_weeks","previous_week","peak_position","worst_position","year","month","week","main_genres","spotify_song_id","spotify_artist_id","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","Genre_Pop","Genre_Rock","Genre_Country","Genre_JazzBlues","Genre_SoulFunk","Genre_HipHopRap","Genre_ElectronicDance","Genre_RnBReggae","Genre_ClassicFolk","Genre_WorldRegional","Genre_IndieAlt"
67,"1991-07-20","I Like The Way (The Kissing Game)","Hi-Five",1,22,21,44,1,90,1991,7,29,"pop, r&b_reggae, soul_funk, hip_hop_rap","0u16RbrSY7DWF3WAr0aaZ3","0EVUivUkugMtNF09L4QBMH","boy band, contemporary r&b, new jack swing",0.723,0.498,1,-10.53,1,0.0319,0.102,0.0278,0.0305,0.712,104.085,1,0,0,0,1,1,0,1,0,0,0
91,"1991-07-27","I Like The Way (The Kissing Game)","Hi-Five",1,23,22,67,1,91,1991,7,30,"pop, r&b_reggae, soul_funk, hip_hop_rap","0u16RbrSY7DWF3WAr0aaZ3","0EVUivUkugMtNF09L4QBMH","boy band, contemporary r&b, new jack swing",0.723,0.498,1,-10.53,1,0.0319,0.102,0.0278,0.0305,0.712,104.085,1,0,0,0,1,1,0,1,0,0,0
39,"1991-08-03","More Than Words","Extreme",1,20,19,30,1,81,1991,8,31,"soul_funk, rock","1gVgkQFOKa8Wc1HYsJtPdH","6w7j5wQ5AI5OQYlcM15s2L","funk metal, glam metal, hard rock",0.626,0.134,6,-14.898,1,0.0298,0.467,0,0.113,0.239,91.893,0,1,0,0,1,0,0,0,0,0,0
46,"1991-08-10","More Than Words","Extreme",1,21,20,39,1,81,1991,8,32,"soul_funk, rock","1gVgkQFOKa8Wc1HYsJtPdH","6w7j5wQ5AI5OQYlcM15s2L","funk metal, glam metal, hard rock",0.626,0.134,6,-14.898,1,0.0298,0.467,0,0.113,0.239,91.893,0,1,0,0,1,0,0,0,0,0,0
55,"1991-08-17","More Than Words","Extreme",1,22,21,46,1,81,1991,8,33,"soul_funk, rock","1gVgkQFOKa8Wc1HYsJtPdH","6w7j5wQ5AI5OQYlcM15s2L","funk metal, glam metal, hard rock",0.626,0.134,6,-14.898,1,0.0298,0.467,0,0.113,0.239,91.893,0,1,0,0,1,0,0,0,0,0,0
70,"1991-08-24","More Than Words","Extreme",1,23,22,55,1,81,1991,8,34,"soul_funk, rock","1gVgkQFOKa8Wc1HYsJtPdH","6w7j5wQ5AI5OQYlcM15s2L","funk metal, glam metal, hard rock",0.626,0.134,6,-14.898,1,0.0298,0.467,0,0.113,0.239,91.893,0,1,0,0,1,0,0,0,0,0,0
88,"1991-08-31","More Than Words","Extreme",1,24,23,70,1,88,1991,8,35,"soul_funk, rock","1gVgkQFOKa8Wc1HYsJtPdH","6w7j5wQ5AI5OQYlcM15s2L","funk metal, glam metal, hard rock",0.626,0.134,6,-14.898,1,0.0298,0.467,0,0.113,0.239,91.893,0,1,0,0,1,0,0,0,0,0,0
81,"1991-09-07","Unbelievable","EMF",1,22,21,51,1,87,1991,9,36,"pop, rock, electronic_dance, indie_alt","5VYTKiOnHw4iTrB9pG3yum","39oSLGo3HkaeYXzUEGgAGQ","britpop, dance rock, grebo, indietronica, madchester",0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,1,1,0,0,0,0,1,0,0,0,1
94,"1991-09-14","Unbelievable","EMF",1,23,22,81,1,94,1991,9,37,"pop, rock, electronic_dance, indie_alt","5VYTKiOnHw4iTrB9pG3yum","39oSLGo3HkaeYXzUEGgAGQ","britpop, dance rock, grebo, indietronica, madchester",0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,1,1,0,0,0,0,1,0,0,0,1
6,"1991-09-21","(Everything I Do) I Do It For You","Bryan Adams",1,13,12,3,1,53,1991,9,38,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
12,"1991-09-28","(Everything I Do) I Do It For You","Bryan Adams",1,14,13,6,1,53,1991,9,39,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
13,"1991-10-05","(Everything I Do) I Do It For You","Bryan Adams",1,15,14,12,1,53,1991,10,40,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
23,"1991-10-12","(Everything I Do) I Do It For You","Bryan Adams",1,16,15,13,1,53,1991,10,41,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
33,"1991-10-19","(Everything I Do) I Do It For You","Bryan Adams",1,17,16,23,1,53,1991,10,42,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
40,"1991-10-26","(Everything I Do) I Do It For You","Bryan Adams",1,18,17,33,1,53,1991,10,43,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
46,"1991-11-02","(Everything I Do) I Do It For You","Bryan Adams",1,19,18,40,1,53,1991,11,44,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
60,"1991-11-09","(Everything I Do) I Do It For You","Bryan Adams",1,20,19,46,1,60,1991,11,45,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
64,"1991-11-16","(Everything I Do) I Do It For You","Bryan Adams",1,21,20,60,1,64,1991,11,46,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
75,"1991-11-23","(Everything I Do) I Do It For You","Bryan Adams",1,22,21,64,1,75,1991,11,47,"pop, world_regional, rock, indie_alt","6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,1,1,0,0,0,0,0,0,0,1,1
27,"1991-11-30","Good Vibrations","Marky Mark & The Funky Bunch Featuring Loleatta Holloway",1,20,19,67,1,82,1991,11,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"1991-12-07","I Adore Mi Amor","Color Me Badd",1,20,19,36,1,90,1991,12,49,"pop, r&b_reggae, soul_funk, hip_hop_rap","05R2lE5g9hnaSmxIrUl3C0","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.683,0.476,3,-9.995,0,0.027,0.243,0,0.0787,0.725,91.99,1,0,0,0,1,1,0,1,0,0,0
24,"1991-12-14","Romantic","Karyn White",1,18,17,22,1,52,1991,12,50,"r&b_reggae, rock, soul_funk, hip_hop_rap","1eDCizNe4EQMj7okkjIeXo","5lJBrQQ88JjskJmJeVKX4F","contemporary r&b, minneapolis sound, new jack swing, urban contemporary",0.68,0.941,1,-7.509,0,0.0374,0.484,7.43e-05,0.0656,0.823,110.264,0,1,0,0,1,1,0,1,0,0,0
29,"1991-12-21","Romantic","Karyn White",1,19,18,24,1,52,1991,12,51,"r&b_reggae, rock, soul_funk, hip_hop_rap","1eDCizNe4EQMj7okkjIeXo","5lJBrQQ88JjskJmJeVKX4F","contemporary r&b, minneapolis sound, new jack swing, urban contemporary",0.68,0.941,1,-7.509,0,0.0374,0.484,7.43e-05,0.0656,0.823,110.264,0,1,0,0,1,1,0,1,0,0,0
29,"1991-12-28","Romantic","Karyn White",1,20,19,29,1,52,1991,12,52,"r&b_reggae, rock, soul_funk, hip_hop_rap","1eDCizNe4EQMj7okkjIeXo","5lJBrQQ88JjskJmJeVKX4F","contemporary r&b, minneapolis sound, new jack swing, urban contemporary",0.68,0.941,1,-7.509,0,0.0374,0.484,7.43e-05,0.0656,0.823,110.264,0,1,0,0,1,1,0,1,0,0,0
38,"1992-01-04","Emotions","Mariah Carey",1,19,18,37,1,38,1992,1,1,"pop, electronic_dance, hip_hop_rap","0cELvuwJW1acISUHYB6suj","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,1,0,0,0,0,1,1,0,0,0,0
39,"1992-01-11","Emotions","Mariah Carey",1,20,19,38,1,39,1992,1,2,"pop, electronic_dance, hip_hop_rap","0cELvuwJW1acISUHYB6suj","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,1,0,0,0,0,1,1,0,0,0,0
33,"1992-01-18","Cream","Prince And The N.P.G.",1,17,16,30,1,46,1992,1,3,"","4QnjK45IBBZRVRWTEeZ3T8","4HpV5BCvi3MFG2Jklo6GUM",NA,0.861,0.604,5,-8.44,0,0.0719,0.0974,0.366,0.0467,0.853,115.589,0,0,0,0,0,0,0,0,0,0,0
52,"1992-01-25","Cream","Prince And The N.P.G.",1,18,17,33,1,52,1992,1,4,"","4QnjK45IBBZRVRWTEeZ3T8","4HpV5BCvi3MFG2Jklo6GUM",NA,0.861,0.604,5,-8.44,0,0.0719,0.0974,0.366,0.0467,0.853,115.589,0,0,0,0,0,0,0,0,0,0,0
60,"1992-02-01","Cream","Prince And The N.P.G.",1,19,18,52,1,60,1992,2,5,"","4QnjK45IBBZRVRWTEeZ3T8","4HpV5BCvi3MFG2Jklo6GUM",NA,0.861,0.604,5,-8.44,0,0.0719,0.0974,0.366,0.0467,0.853,115.589,0,0,0,0,0,0,0,0,0,0,0
67,"1992-02-08","Cream","Prince And The N.P.G.",1,20,19,60,1,67,1992,2,6,"","4QnjK45IBBZRVRWTEeZ3T8","4HpV5BCvi3MFG2Jklo6GUM",NA,0.861,0.604,5,-8.44,0,0.0719,0.0974,0.366,0.0467,0.853,115.589,0,0,0,0,0,0,0,0,0,0,0
57,"1992-02-15","When A Man Loves A Woman","Michael Bolton",1,19,18,42,1,57,1992,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"1992-02-22","When A Man Loves A Woman","Michael Bolton",1,20,19,57,1,66,1992,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"1992-02-29","Set Adrift On Memory Bliss","P.M. Dawn",1,20,19,40,1,51,1992,2,9,"r&b_reggae","1n00Xu0vbe6jUaR3df4hqX","5DgjOwTN6o76J5Gf8MzEoL","contemporary r&b",0.759,0.834,7,-5.13,1,0.161,0.0489,0,0.26,0.763,98.979,0,0,0,0,0,0,0,1,0,0,0
14,"1992-03-07","All 4 Love","Color Me Badd",1,18,17,10,1,37,1992,3,10,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
21,"1992-03-14","All 4 Love","Color Me Badd",1,19,18,14,1,37,1992,3,11,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
23,"1992-03-21","All 4 Love","Color Me Badd",1,20,19,21,1,37,1992,3,12,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
27,"1992-03-28","All 4 Love","Color Me Badd",1,21,20,23,1,37,1992,3,13,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
34,"1992-04-04","All 4 Love","Color Me Badd",1,22,21,27,1,37,1992,4,14,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
37,"1992-04-11","All 4 Love","Color Me Badd",1,23,22,34,1,37,1992,4,15,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
36,"1992-04-18","All 4 Love","Color Me Badd",1,24,23,37,1,37,1992,4,16,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
39,"1992-04-25","All 4 Love","Color Me Badd",1,25,24,36,1,39,1992,4,17,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
43,"1992-05-02","All 4 Love","Color Me Badd",1,26,25,39,1,43,1992,5,18,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
43,"1992-05-09","All 4 Love","Color Me Badd",1,27,26,43,1,43,1992,5,19,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
48,"1992-05-16","All 4 Love","Color Me Badd",1,28,27,43,1,48,1992,5,20,"pop, r&b_reggae, soul_funk, hip_hop_rap","4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,1,0,0,0,1,1,0,1,0,0,0
43,"1992-05-23","To Be With You","Mr. Big",1,23,22,33,1,82,1992,5,21,"rock","0eifvmNPHWaSh4IKNR4Xva","5OfhOoKunSnuubxxRML8J3","glam metal, hard rock",0.688,0.284,4,-13.577,1,0.0574,0.359,0,0.127,0.482,83.433,0,1,0,0,0,0,0,0,0,0,0
48,"1992-05-30","To Be With You","Mr. Big",1,24,23,43,1,82,1992,5,22,"rock","0eifvmNPHWaSh4IKNR4Xva","5OfhOoKunSnuubxxRML8J3","glam metal, hard rock",0.688,0.284,4,-13.577,1,0.0574,0.359,0,0.127,0.482,83.433,0,1,0,0,0,0,0,0,0,0,0
13,"1992-06-06","Save The Best For Last","Vanessa Williams",1,19,18,10,1,92,1992,6,23,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
20,"1992-06-13","Save The Best For Last","Vanessa Williams",1,20,19,13,1,92,1992,6,24,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
26,"1992-06-20","Save The Best For Last","Vanessa Williams",1,21,20,20,1,92,1992,6,25,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
31,"1992-06-27","Save The Best For Last","Vanessa Williams",1,22,21,26,1,92,1992,6,26,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
39,"1992-07-04","Save The Best For Last","Vanessa Williams",1,23,22,31,1,92,1992,7,27,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
38,"1992-07-11","Save The Best For Last","Vanessa Williams",1,24,23,39,1,92,1992,7,28,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
37,"1992-07-18","Save The Best For Last","Vanessa Williams",1,25,24,38,1,92,1992,7,29,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
43,"1992-07-25","Save The Best For Last","Vanessa Williams",1,26,25,37,1,92,1992,7,30,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
47,"1992-08-01","Save The Best For Last","Vanessa Williams",1,27,26,43,1,92,1992,8,31,"r&b_reggae, hip_hop_rap","0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,0,0,0,0,0,1,0,1,0,0,0
36,"1992-08-08","Jump","Kris Kross",1,19,18,29,1,61,1992,8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"1992-08-15","Jump","Kris Kross",1,20,19,36,1,61,1992,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"1992-08-22","Jump","Kris Kross",1,21,20,42,1,61,1992,8,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"1992-08-29","Baby Got Back","Sir Mix-A-Lot",1,21,20,5,1,75,1992,8,35,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
8,"1992-09-05","Baby Got Back","Sir Mix-A-Lot",1,22,21,5,1,75,1992,9,36,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
13,"1992-09-12","Baby Got Back","Sir Mix-A-Lot",1,23,22,8,1,75,1992,9,37,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
14,"1992-09-19","Baby Got Back","Sir Mix-A-Lot",1,24,23,13,1,75,1992,9,38,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
17,"1992-09-26","Baby Got Back","Sir Mix-A-Lot",1,25,24,14,1,75,1992,9,39,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
27,"1992-10-03","Baby Got Back","Sir Mix-A-Lot",1,26,25,17,1,75,1992,10,40,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
32,"1992-10-10","Baby Got Back","Sir Mix-A-Lot",1,27,26,27,1,75,1992,10,41,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
41,"1992-10-17","Baby Got Back","Sir Mix-A-Lot",1,28,27,32,1,75,1992,10,42,"hip_hop_rap","1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,0,0,0,0,0,1,0,0,0,0,0
59,"1992-10-24","This Used To Be My Playground","Madonna",1,17,16,57,1,59,1992,10,43,"pop, electronic_dance","637V2ymBt4Ljlbz4EmRys8","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.499,0.308,7,-11.692,0,0.0264,0.754,0.000943,0.124,0.0706,75.91,1,0,0,0,0,0,1,0,0,0,0
68,"1992-10-31","This Used To Be My Playground","Madonna",1,18,17,59,1,68,1992,10,44,"pop, electronic_dance","637V2ymBt4Ljlbz4EmRys8","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.499,0.308,7,-11.692,0,0.0264,0.754,0.000943,0.124,0.0706,75.91,1,0,0,0,0,0,1,0,0,0,0
73,"1992-11-07","This Used To Be My Playground","Madonna",1,19,18,68,1,73,1992,11,45,"pop, electronic_dance","637V2ymBt4Ljlbz4EmRys8","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.499,0.308,7,-11.692,0,0.0264,0.754,0.000943,0.124,0.0706,75.91,1,0,0,0,0,0,1,0,0,0,0
88,"1992-11-14","This Used To Be My Playground","Madonna",1,20,19,73,1,88,1992,11,46,"pop, electronic_dance","637V2ymBt4Ljlbz4EmRys8","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.499,0.308,7,-11.692,0,0.0264,0.754,0.000943,0.124,0.0706,75.91,1,0,0,0,0,0,1,0,0,0,0
4,"1992-11-21","End Of The Road (From ""Boomerang"")","Boyz II Men",1,19,18,2,1,53,1992,11,47,"pop, r&b_reggae, soul_funk, hip_hop_rap","3l3xTXsUXeWlkPqzMs7mPD","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary",0.64,0.427,5,-9.29,0,0.0241,0.0664,0,0.0579,0.529,149.703,1,0,0,0,1,1,0,1,0,0,0
6,"1992-11-28","End Of The Road (From ""Boomerang"")","Boyz II Men",1,20,19,4,1,53,1992,11,48,"pop, r&b_reggae, soul_funk, hip_hop_rap","3l3xTXsUXeWlkPqzMs7mPD","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary",0.64,0.427,5,-9.29,0,0.0241,0.0664,0,0.0579,0.529,149.703,1,0,0,0,1,1,0,1,0,0,0
10,"1992-12-05","End Of The Road (From ""Boomerang"")","Boyz II Men",1,21,20,6,1,53,1992,12,49,"pop, r&b_reggae, soul_funk, hip_hop_rap","3l3xTXsUXeWlkPqzMs7mPD","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary",0.64,0.427,5,-9.29,0,0.0241,0.0664,0,0.0579,0.529,149.703,1,0,0,0,1,1,0,1,0,0,0
